specialty,hcpcs_desc,total_services,avg_medicare_payment,unique_providers
Clinical Laboratory,Bacterial culture for aerobic isolates,634069.0,7.972020976331897,116
Family Practice,"X-ray of knee, 4 or more views",8747.0,31.362304581404455,156
Medical Oncology,Injection of drug or substance under skin or into muscle,100217.0,11.342208004957905,392
Diagnostic Radiology,"Injection, gadoterate meglumine, 0.1 ml",14092954.0,0.11241810881723073,975
Family Practice,"Annual depression screening, 15 minutes",350039.0,18.431754470338383,3719
Hematology-Oncology,"Initial hospital inpatient care per day, typically 50 minutes",27641.0,110.2273196815847,667
Clinical Laboratory,"Red blood cell sedimentation rate, to detect inflammation, automated",662993.0,2.6651571424023253,129
Family Practice,"Removal of muscle and/or tissue, each additional 20.0 sq cm or less",20688.0,54.514449869668645,109
Physical Therapist in Private Practice,"Therapy procedure to re-educate brain-to-nerve-to-muscle function, each 15 minutes",7907312.1,23.959795599499422,14888
Internal Medicine,"Dxa bone density measurement of hip, pelvis, spine",26655.0,37.49980799536646,489
Family Practice,Phosphate level,21941.0,4.6800486200796465,113
Pharmacy,"Influenza vaccine split virus, preservative free",20917.0,68.3349597935437,263
Internal Medicine,Adm sarscov2 100mcg/0.5ml3rd,5605.1,40.692368545915656,166
Diagnostic Radiology,"X-ray of lower and sacral spine, minimum of 4 views",123230.0,19.489850811286463,2772
Internal Medicine,"Urinalysis, manual test",143393.0,3.428448228984023,2015
Family Practice,"Electrocardiogram, routine ecg with 12 leads; performed as a screening for the initial preventive physical examination with interpretation and report",5787.0,7.078417447610305,330
Hematology-Oncology,Administration of additional new drug or substance into vein using push technique,21082.0,47.27069788309259,378
Hematology-Oncology,Iron level,140472.0,6.386864192003629,496
Hematology-Oncology,"Low osmolar contrast material, 300-399 mg/ml iodine concentration, per ml",1716074.0,0.08999559130622567,257
Internal Medicine,"Blood test, clotting time",61350.0,4.231180504852717,497
Family Practice,"Infectious agent detection by nucleic acid (dna or rna); severe acute respiratory syndrome coronavirus 2 (sars-cov-2) (coronavirus disease [covid-19]), amplified probe technique, making use of high throughput technologies as described by cms-2020-01-r",4356.0,73.99274417773134,134
Internal Medicine,"New patient office or other outpatient visit, 15-29 minutes",16742.0,57.58293684872527,273
Clinical Laboratory,"Liver enzyme (sgpt), level",806028.0,5.159414621528244,131
Family Practice,Ultrasound study of arm or leg veins with compression and maneuvers,6739.0,147.40316527026127,111
Diagnostic Radiology,"X-ray of wrist, 2 views",10627.0,10.932545749012437,388
Rheumatology,"Administration of chemotherapy into vein, each additional hour",63208.6,24.014099332522612,398
Diagnostic Radiology,Ultrasound scan of head and neck soft tissue,221911.0,42.85069560946001,3763
Family Practice,Comprehensive assessment of and care planning for patients requiring chronic care management services (list separately in addition to primary monthly care management service),11454.0,46.091736540075345,145
Family Practice,"Established patient custodial care facility, group care, or assisted living visit, typically 25 minutes",65404.0,69.94007584456831,301
Rheumatology,"Injection, romosozumab-aqqg, 1 mg",3294714.2,7.470714054093453,168
Hematology-Oncology,"Blood test, basic group of blood chemicals (calcium, total)",28650.0,8.325557405338461,195
Internal Medicine,"Electrocardiogram, routine ecg with 12 leads; performed as a screening for the initial preventive physical examination with interpretation and report",5443.0,7.500630112498738,317
Hematology-Oncology,Injection of drug or substance under skin or into muscle,403471.0,11.658999709971301,1254
Diagnostic Radiology,Mri scan of abdomen without contrast,22266.0,78.90501103771284,1005
Clinical Laboratory,"Detection test by nucleic acid for mycoplasma pneumoniae (bacteria), amplified probe technique",92812.0,34.64797223365454,110
Internal Medicine,Transferrin (iron binding protein) level,9012.0,12.539004635961163,103
Internal Medicine,"Ultrasound of heart with color-depicted blood flow, rate and valve function",6821.0,8.09576511205083,167
Hematology-Oncology,"Red blood count automated, with additional calculations",14647.0,5.480222845522642,159
Diagnostic Radiology,Fluoroscopic guidance for needle placement,16989.0,46.14022984085251,546
Hematology-Oncology,"Established patient office or other outpatient visit, 40-54 minutes",364324.0,131.6876403176482,2211
Family Practice,"Complex chronic care management services for two or more chronic conditions, first 60 minutes of clinical staff time directed by health care professional, per calendar month",45747.0,98.17981605085455,227
Family Practice,Magnesium level,39874.0,6.599197083854607,293
Diagnostic Radiology,"Imaging guidance for procedure, 60 minutes or less",8397.0,13.024635386720245,162
Family Practice,"Annual wellness visit; includes a personalized prevention plan of service (pps), initial visit",62313.0,160.34384976733625,2475
Family Practice,Removal of impacted ear wax,22970.0,33.389946235332594,896
Diagnostic Radiology,"Dxa bone density measurement of hip, pelvis, spine including spine fracture assessment",12361.0,36.1590880048402,199
Family Practice,"Established patient office or other outpatient visit, 30-39 minutes",5107027.1,84.06215286097888,19604
Internal Medicine,"Follow-up nursing facility visit per day, typically 25 minutes",987975.0,71.94137629757596,2111
Family Practice,"Follow-up nursing facility visit per day, typically 25 minutes",478730.0,69.95746759735961,1119
Diagnostic Radiology,"X-ray of upper arm, minimum of 2 views",40999.0,7.126756701166362,1852
Internal Medicine,"Physician or allowed practitioner re-certification for medicare-covered home health services under a home health plan of care (patient not present), including contacts with home health agency and review of reports of patient status required by physicians a",91223.0,32.12904386122476,1262
Internal Medicine,Test to measure expiratory airflow and volume,37411.0,19.53782891351364,479
Internal Medicine,"Smoking and tobacco use intensive counseling, 4-10 minutes",13570.0,15.554741150280528,381
Family Practice,"X-ray of knee, 3 views",5627.0,26.442632916491178,170
Medical Oncology,"Injection, fosaprepitant, 1 mg",1119902.0,0.13452530187213113,122
Internal Medicine,Transitional care management services for problem of moderate complexity,50915.0,154.66430410110996,1977
Clinical Laboratory,"Drug test(s), definitive, utilizing (1) drug identification methods able to identify individual drugs and distinguish between structural isomers (but not necessarily stereoisomers), including, but not limited to gc/ms (any type, single or tandem) and lc/ms",553921.0,175.85647995612746,165
Rheumatology,"Injection, diphenhydramine hcl, up to 50 mg",11132.0,0.8748256628247707,109
Family Practice,"Initial hospital observation care per day, typically 70 minutes",24192.0,139.28051305515885,660
Diagnostic Radiology,"Placement of locating device in breast using ultrasound guidance, first growth",3101.0,116.35234550942704,185
Internal Medicine,"X-ray of lower and sacral spine, 2-3 views",3899.0,27.07588521824515,155
Clinical Laboratory,Measure of severe acute respiratory syndrome coronavirus 2 (covid-19) antibody,260228.0,41.5533492144087,115
Family Practice,Administration of influenza virus vaccine,556805.0,29.643490175105246,10333
Internal Medicine,Detection test by immunoassay technique for severe acute respiratory syndrome coronavirus,57634.0,38.7674126551336,741
Family Practice,Detection test by immunoassay with direct visual observation for severe acute respiratory syndrome coronavirus 2 (covid-19),43721.0,40.0806948873023,569
Diagnostic Radiology,"Placement of locating device in breast using imaging guidance, first growth",3325.0,92.79487378420315,192
Family Practice,Physician or allowed practitioner supervision of a patient receiving medicare-covered services provided by a participating home health agency (patient not present) requiring complex and multidisciplinary care modalities involving regular physician or allow,70763.0,83.14545494458037,252
Diagnostic Radiology,"Nuclear medicine study, 1 area with spect and concurrent ct scan",5925.0,105.29133415048146,129
Family Practice,"Initial nursing facility visit per day, typically 35 minutes",48612.0,100.77468933368891,586
Family Practice,"Face-to-face behavioral counseling for obesity, 15 minutes",40296.0,27.665205288352944,459
Clinical Laboratory,"Liver enzyme (sgot), level",180218.0,5.025843897061476,122
Rheumatology,"Injection, tocilizumab, 1 mg",7066013.8,4.5904227303741,139
Internal Medicine,"Follow-up hospital inpatient care per day, typically 35 minutes",3242678.0,83.46302741776185,11717
Rheumatology,Aspiration and/or injection of fluid large joint using ultrasound guidance,31499.0,84.28722971839804,206
Clinical Laboratory,"Thyroid hormone, t3 measurement, total",187011.0,14.001088959817608,159
Hematology-Oncology,"Injection, pegfilgrastim, excludes biosimilar, 0.5 mg",89272.0,123.63904770880212,192
Family Practice,Urine microalbumin (protein) level,54590.0,5.674057590180493,810
Hematology-Oncology,"Administration of additional new drug or substance into vein, 1 hour or less",89380.0,55.8872385914607,840
Medical Oncology,"Injection, denosumab, 1 mg",1415238.0,16.984720321875574,217
Diagnostic Radiology,"Established patient office or other outpatient visit, 20-29 minutes",16606.0,65.01795733119738,149
Internal Medicine,Ultrasound study of arm and leg arteries,22139.0,64.71758487613539,322
Family Practice,"X-ray of wrist, minimum of 3 views",2586.0,28.09764575886972,109
Clinical Laboratory,"Detection test by nucleic acid for strep (streptococcus, group b), amplified probe technique",190494.0,34.51275481209836,122
Family Practice,"Annual wellness visit, includes a personalized prevention plan of service (pps), subsequent visit",1193044.0,127.00281571382935,12972
Diagnostic Radiology,Ct scan of lower spine without contrast,153500.0,46.43643658729889,3753
Physical Therapist in Private Practice,"Evaluation for physical therapy, typically 20 minutes",472331.0,77.46087223840907,10124
Internal Medicine,Ultrasound of leg arteries or artery grafts,16632.0,193.69565531011486,294
Diagnostic Radiology,"Injection, triamcinolone acetonide, not otherwise specified, 10 mg",19251.5,0.8781677944446603,103
Internal Medicine,"Testosterone (hormone) level, total",15971.0,25.40028901063592,206
Diagnostic Radiology,Nuclear medicine study whole body with ct scan,17294.0,549.123425835604,400
Rheumatology,"Blood test, thyroid stimulating hormone (tsh)",9946.0,16.515517699298247,114
Medical Oncology,Microscopic examination for white blood cells with manual cell count,13661.0,3.742207629523016,126
Diagnostic Radiology,Ct scan of blood vessels of head with contrast,175132.0,73.30299102853907,3435
Physical Therapist in Private Practice,"Therapy procedure using manual technique, each 15 minutes",8821731.4,17.185248147373116,16180
Hematology-Oncology,"Injection, pembrolizumab, 1 mg",6530819.0,41.417706509283256,430
Internal Medicine,"Injection, vitamin b-12 cyanocobalamin, up to 1000 mcg",159875.0,1.2313815871389078,1465
Diagnostic Radiology,"Established patient office or other outpatient visit, 30-39 minutes",11292.0,95.72548926969046,124
Internal Medicine,Blood glucose (sugar) level,54462.0,3.8700978570519737,304
Internal Medicine,"Initial hospital inpatient care per day, typically 50 minutes",257168.0,108.7858408268195,4786
Family Practice,Testing of autonomic (sympathetic) nervous system function,6046.0,99.42094594612388,113
Diagnostic Radiology,Complete ultrasound scan of joint,5592.0,35.099171730025645,115
Medical Oncology,"Infusion, normal saline solution , 1000 cc",19242.0,2.0518768134657277,213
Medical Oncology,Administration of hormonal anti-neoplastic chemotherapy under skin or into muscle,13370.0,26.216124874069365,173
Diagnostic Radiology,Insertion of non-tunneled central venous tube for infusion (5 years or older),4087.0,68.69748093852134,211
Diagnostic Radiology,Mri scan of middle spinal canal before and after contrast,18120.0,128.07159421290424,696
Internal Medicine,"Stool analysis for blood, by fecal hemoglobin determination by immunoassay",7760.0,15.634305162678572,168
Internal Medicine,"Follow-up hospital inpatient care per day, typically 25 minutes",3540251.0,57.98227106941041,12258
Internal Medicine,"Evaluation of antimicrobial drug (antibiotic, antifungal, antiviral), microdilution or agar dilution",6027.0,8.53974557043871,155
Internal Medicine,"Initial hospital observation care per day, typically 50 minutes",32500.0,103.03245479305482,1075
Hematology-Oncology,"Injection, ferumoxytol, for treatment of iron deficiency anemia, 1 mg (non-esrd use)",18261815.0,0.6479043428856515,453
Rheumatology,"Red blood cell sedimentation rate, to detect inflammation, non-automated",53353.0,4.193051544759167,120
Family Practice,"Urinalysis, manual test",159894.0,3.425573723782924,3244
Diagnostic Radiology,Removal of tunneled central venous tube,2374.0,107.178364038406,132
Internal Medicine,Administration of influenza virus vaccine,595006.0,30.558729344977966,9182
Family Practice,"New patient office or other outpatient visit, 15-29 minutes",24111.0,59.564742793390046,623
Internal Medicine,Removal of impacted ear wax by washing,7701.0,12.862476848082553,321
Diagnostic Radiology,"Biopsy of breast and placement of locating device using x-ray with needle, first growth",9563.0,248.19994406356577,501
Family Practice,"X-ray of lower and sacral spine, 2-3 views",7340.0,26.10250190251686,266
Family Practice,"Manual urinalysis test with examination using microscope, non-automated",30914.0,3.954549104566996,303
Internal Medicine,"Infectious agent detection by nucleic acid (dna or rna); severe acute respiratory syndrome coronavirus 2 (sars-cov-2) (coronavirus disease [covid-19]), amplified probe technique, cdc or non-cdc, making use of high throughput technologies, completed within",6672.0,24.71192132553731,134
Diagnostic Radiology,Complete ultrasound scan behind abdominal cavity,323503.0,40.15335483366186,5234
Hematology-Oncology,"Infusion into a vein for therapy, prevention, or diagnosis, 1 hour or less",186441.0,55.65642356256275,1148
Internal Medicine,"Established patient custodial care facility, group care, or assisted living visit, typically 25 minutes",92143.0,71.43602560472492,453
Rheumatology,Administration of non-hormonal anti-neoplastic chemotherapy under skin or into muscle,145680.0,60.7793194745572,472
Family Practice,"Evaluation of antimicrobial drug (antibiotic, antifungal, antiviral), microdilution or agar dilution",5833.0,8.535041966310493,162
Hematology-Oncology,"Injection, rituximab-pvvr, biosimilar, (ruxience), 10 mg",252983.0,37.84568318510377,106
Hematology-Oncology,Transferrin (iron binding protein) level,21654.0,12.628290254514086,142
Rheumatology,"Measurement of antibody for assessment of autoimmune disorder, any method",112697.0,17.570743676406504,123
Family Practice,"Detection test by nucleic acid for strep (streptococcus, group a), amplified probe technique",2612.0,34.36103204514,100
Internal Medicine,"Follow-up observation care per day, typically 25 minutes",37826.0,55.68332242220035,1188
Hematology-Oncology,"Blood test, clotting time",24577.0,4.224259195373251,243
Internal Medicine,Urine microalbumin (protein) level,73760.0,5.687301638268735,790
Medical Oncology,"Infusion into a vein for hydration, 31-60 minutes",9371.0,27.687754889454546,154
Clinical Laboratory,"Detection test by nucleic acid for vancomycin resistance strep (vre), amplified probe technique",161812.0,34.54859510500826,121
Diagnostic Radiology,Mri scan of heart before and after contrast,5715.0,148.37600407473371,175
Rheumatology,"Injection, methylprednisolone acetate, 20 mg",6727.5,2.3573297401970876,103
Diagnostic Radiology,Mri scan of lower spinal canal without contrast,382868.0,88.23820623721366,3743
Diagnostic Radiology,"X-ray of finger, minimum of 2 views",18752.0,12.180395330799998,783
Family Practice,"Injection, ketorolac tromethamine, per 15 mg",101783.0,0.40788199774458334,720
Medical Oncology,"Established patient office or other outpatient visit, 30-39 minutes",414260.0,86.28927311398049,1280
Rheumatology,"Telephone medical discussion with physician, 21-30 minutes",5256.0,84.79116594215702,118
Family Practice,"Physician or allowed practitioner re-certification for medicare-covered home health services under a home health plan of care (patient not present), including contacts with home health agency and review of reports of patient status required by physicians a",71669.0,31.011057241190844,916
Internal Medicine,"Blood test, lipids (cholesterol and triglycerides)",475052.0,13.178797864739957,1514
Medical Oncology,"Low osmolar contrast material, 300-399 mg/ml iodine concentration, per ml",559173.0,0.08835463677876106,113
Diagnostic Radiology,Mri scan of leg joint before and after contrast,2246.0,180.23506010865077,116
Diagnostic Radiology,Mri scan of brain before and after contrast,279297.0,134.3481497861266,3169
Medical Oncology,"Telephone medical discussion with physician, 21-30 minutes",4924.0,85.97788441827271,109
Ambulance Service Provider,"Ambulance service, basic life support, non-emergency transport, (bls)",881079.6000000001,192.3310032594546,715
Medical Oncology,"Established patient office or other outpatient visit, 20-29 minutes",154304.0,59.37489643091714,855
Medical Oncology,"Infusion into a vein for therapy, prevention, or diagnosis, each additional hour",19254.0,16.769969254505263,190
Clinical Laboratory,Prostate cancer screening; prostate specific antigen test (psa),297556.0,18.984809384754715,106
Diagnostic Radiology,"X-ray of thigh bone, minimum 2 views",96049.0,7.9932877868535845,3147
Diagnostic Radiology,Insertion of central venous tube with port (5 years or older),8401.0,309.27346749277507,412
Family Practice,Removal of impacted ear wax by washing,7933.0,12.175963096203073,391
Family Practice,Detection test by immunoassay technique for severe acute respiratory syndrome coronavirus and influenza,30413.0,30.28399066831318,645
Family Practice,"Stool analysis for blood, by fecal hemoglobin determination by immunoassay",5117.0,15.665436134177416,124
Diagnostic Radiology,"Fine needle aspiration biopsy using ultrasound guidance, first growth",12175.0,73.10644333132653,485
Pharmacy,Administration of pneumococcal vaccine,3288.0,27.194164120377874,113
Rheumatology,Insertion of needle into vein for collection of blood sample,169337.0,2.949394926224362,509
Family Practice,Ultrasound of leg arteries or artery grafts,6105.0,195.84340800854545,110
Family Practice,Amplifed dna or rna probe detection of severe acute respiratory syndrome coronavirus 2 (covid-19) antigen,65139.0,50.34552736862948,923
Clinical Laboratory,"Blood test, basic group of blood chemicals (calcium, total)",1201689.0,8.342970889880695,259
Diagnostic Radiology,"Injection, gadolinium-based magnetic resonance contrast agent, not otherwise specified (nos), per ml",316636.5,1.22801474810375,320
Diagnostic Radiology,Limited ultrasound scan of joint or other extremity structure lacking blood vessels,35165.0,26.67229124851905,1275
Medical Oncology,Injection of additional new drug or substance into vein,103950.0,12.93364128630725,345
Internal Medicine,Emergency department visit for problem of moderate severity,10145.0,57.337870054026915,260
Rheumatology,"X-ray of shoulder, minimum of 2 views",5907.0,26.803961878362067,116
Internal Medicine,Electrocardiogram (ecg) 2-day continuous with review and report by health care professional,4546.0,57.89296712880166,121
Family Practice,"Established patient office or other outpatient visit, 10-19 minutes",180963.0,40.544561470011665,3165
Diagnostic Radiology,Ct scan of blood vessels of abdomen and pelvis with contrast,75165.0,99.85666055865187,2581
Family Practice,Office or other outpatient visit for the evaluation and management of established patient that may not require presence of healthcare professional,149898.0,17.532304807178555,1460
Hematology-Oncology,Administration of hormonal anti-neoplastic chemotherapy under skin or into muscle,42428.0,26.755040308655932,497
Diagnostic Radiology,"X-ray of hip, minimum of 4 views",3450.0,18.476109364665078,123
Family Practice,"Smoking and tobacco use intensive counseling, 4-10 minutes",12443.0,15.384792483509495,313
Internal Medicine,Detection test by immunoassay with direct visual observation for influenza virus,38227.0,16.22530340393604,577
Internal Medicine,Measure of severe acute respiratory syndrome coronavirus 2 (covid-19) antibody,26001.0,41.60345507085833,120
Clinical Laboratory,Cyanocobalamin (vitamin b-12) level,1408113.0,14.847832929346023,239
Internal Medicine,Test to determine lung volumes using sensors,17210.0,26.40998382221697,200
Diagnostic Radiology,"X-ray of chest, 2 views",1457579.0,11.59154837137849,7365
Internal Medicine,"Initial hospital inpatient care per day, typically 30 minutes",36367.0,82.86861087656894,1211
Internal Medicine,"Red blood cell sedimentation rate, to detect inflammation, automated",18582.0,2.667768899017121,257
Clinical Laboratory,Urine microalbumin (protein) level,1190831.0,5.602585075366852,181
Pharmacy,Adm sarscov2 100mcg/0.5ml3rd,6939.0,40.3633974655375,160
Diagnostic Radiology,Needle biopsy of liver through skin,3269.0,74.50508909531337,215
Hematology-Oncology,Lactate dehydrogenase (enzyme) level,162369.0,5.958888217833086,535
Internal Medicine,"Management using the results of remote vital sign monitoring per calendar month, each additional 20 minutes",130435.0,33.55085595398061,359
Clinical Laboratory,"Valproic acid level, total",63120.0,13.368706455035088,114
Family Practice,"Nursing facility discharge management, more than 30 minutes",10274.0,84.19218552121464,209
Clinical Laboratory,"Detection test by nucleic acid for neisseria gonorrhoeae (gonorrhoeae bacteria), amplified probe technique",81097.0,34.60356925626761,142
Ambulance Service Provider,"Ground mileage, per statute mile",27617216.49999999,6.975952916920196,2040
Internal Medicine,"Complete blood cell count (red cells, white blood cell, platelets), automated test and automated differential white blood cell count",582809.0,7.65607569730927,1563
Hematology-Oncology,"Fluorodeoxyglucose f-18 fdg, diagnostic, per study dose, up to 45 millicuries",16434.0,209.48686673307233,249
Hematology-Oncology,"Blood test, comprehensive group of blood chemicals",523357.0,10.411974534691838,662
Clinical Laboratory,"Red blood cell sedimentation rate, to detect inflammation, non-automated",137038.0,4.21688037301416,113
Clinical Laboratory,"Detection test by nucleic acid for staphylococcus aureus, methicillin resistant (mrsa bacteria), amplified probe technique",141673.0,34.59774081807018,114
Physical Therapist in Private Practice,"Repositioning exercises of head for treatment of dizziness, each day",10432.0,34.491790657549295,142
Hematology-Oncology,"Follow-up hospital inpatient care per day, typically 35 minutes",201390.0,84.64330153473149,1408
Hematology-Oncology,"Follow-up hospital inpatient care per day, typically 15 minutes",18994.0,31.52568124957728,220
Internal Medicine,"Red blood cell sedimentation rate, to detect inflammation, non-automated",29134.0,4.2066295167748065,258
Diagnostic Radiology,Mri scan of abdomen before and after contrast,140922.0,147.73658701691403,2148
Internal Medicine,"New patient office or other outpatient visit, 30-44 minutes",85932.0,76.7477553856327,2269
Family Practice,Emergency department visit for life threatening or functioning severity,73717.0,144.56866342324548,603
Diagnostic Radiology,Nuclear medicine study of bone and/or joint whole body,36118.0,72.33467440533362,992
Diagnostic Radiology,Ultrasound study of arm and leg arteries,12294.0,20.348461299825004,315
Family Practice,"Influenza vaccine, quadrivalent derived from cell cultures, preservative and antibiotic free",17875.0,31.01520717037218,481
Hematology-Oncology,Collection of blood sample from implanted device,10926.0,21.848356340192595,135
Family Practice,"Destruction of skin growth, 1-14 growths",6524.0,81.16627886330252,119
Physical Therapist in Private Practice,"Therapy procedure using massage, each 15 minutes",156856.0,21.033429864040933,342
Medical Oncology,Nuclear medicine study from skull base to mid-thigh with ct scan,5366.0,1143.540744849672,122
Diagnostic Radiology,Ct scan of heart with evaluation of blood vessel calcium,19544.0,44.590063838544246,426
Clinical Laboratory,"Special stained specimen slides to examine tissue, initial procedure",213132.0,62.90938135590357,184
Diagnostic Radiology,"New patient office or other outpatient visit, 30-44 minutes",4638.0,82.98501603240179,110
Pharmacy,Adm sarscov2 30mcg/0.3ml bst,19585.0,40.26894556792223,180
Hematology-Oncology,"Injection, gemcitabine hydrochloride, not otherwise specified, 200 mg",64200.0,2.9638219321940404,151
Family Practice,"X-ray of lower and sacral spine, minimum of 4 views",3067.0,32.795526703449156,117
Medical Oncology,"Injection, vitamin b-12 cyanocobalamin, up to 1000 mcg",21033.0,1.2753684038800002,120
Internal Medicine,Testing of autonomic nervous system function and heart rate response to deep breathing,6655.0,74.02888767331683,101
Internal Medicine,"Initial hospital inpatient care per day, typically 70 minutes",917703.0,159.3192530431681,11086
Clinical Laboratory,"Cortisol (hormone) measurement, total",91581.0,16.083832397913042,115
Family Practice,Aspiration and/or injection of fluid large joint using ultrasound guidance,25968.0,78.85311094154504,204
Clinical Laboratory,"Blood count, hemoglobin",52719.0,2.3534803521495147,103
Hematology-Oncology,"Injection, filgrastim-sndz, biosimilar, (zarxio), 1 microgram",6492491.0,0.21178956496984125,189
Diagnostic Radiology,Mri scan of upper spinal canal without contrast,160075.0,86.82754992581442,2893
Family Practice,Screening mammography,7896.0,116.1427260169816,163
Physical Therapist in Private Practice,"Therapy procedure using exercise to develop strength, endurance, range of motion, and flexibility, each 15 minutes",19343459.1,19.287880846282345,19297
Hematology-Oncology,"Infusion, normal saline solution, sterile (500 ml = 1 unit)",36916.0,1.0365383010787967,349
Rheumatology,"Injection, methylprednisolone acetate, 40 mg",33800.5,4.808383954847913,407
Hematology-Oncology,Beta-2 microglobulin (protein) level,13676.0,15.978979402526313,133
Diagnostic Radiology,X-ray of surgical specimen,10547.0,13.262201831717547,447
Family Practice,Blood glucose (sugar) level,50889.0,3.8681617313077776,360
Hematology-Oncology,"Injection, vitamin b-12 cyanocobalamin, up to 1000 mcg",90737.0,1.2760582921822783,553
Internal Medicine,"Injection, methylprednisolone acetate, 40 mg",13167.0,4.613232396869637,247
Internal Medicine,Sarscov2 vac 50mcg/0.25ml im,7300.0,0.010018886816778528,149
Clinical Laboratory,"Complete blood cell count (red cells, white blood cell, platelets), automated test and automated differential white blood cell count",6593087.0,7.641217201646607,338
Internal Medicine,Insertion of needle into vein (3 years or older),25980.0,13.63019513274348,183
Hematology-Oncology,"Injection, darbepoetin alfa, 1 microgram (non-esrd use)",5775161.0,2.5125068773097565,246
Internal Medicine,Insertion of needle into vein for collection of blood sample,1802044.5,2.956902487705334,6446
Diagnostic Radiology,Ct scan of soft tissue of neck before and after contrast,2950.0,145.30706093772034,113
Rheumatology,"Injection, methylprednisolone acetate, 80 mg",24870.5,8.169884030549795,243
Hematology-Oncology,"Injection, ferric carboxymaltose, 1 mg",12636248.0,0.8845802013633588,262
Diagnostic Radiology,Removal of spinal fluid with lower back spinal tap for diagnostic test using imaging guidance,3517.0,76.43957183368423,190
Diagnostic Radiology,"X-ray of elbow, minimum of 3 views",51494.0,8.804840351373322,2140
Medical Oncology,"Follow-up hospital inpatient care per day, typically 25 minutes",47111.0,57.94546689345965,409
Internal Medicine,"Destruction of precancer skin growth, 2-14 growths",28180.0,5.192114152493701,127
Medical Oncology,"Injection, ferumoxytol, for treatment of iron deficiency anemia, 1 mg (non-esrd use)",5379991.0,0.6434341345871795,156
Diagnostic Radiology,Nuclear medicine study of liver and bile duct system with use of drugs,3509.0,100.20038315240116,169
Internal Medicine,Ultrasound study of arm or leg veins with compression and maneuvers,18536.0,141.86479466840285,273
Internal Medicine,"Pneumococcal vaccine, 23-valent",37756.0,129.83223211436257,1801
Clinical Laboratory,"Thyroxine (thyroid chemical), total",377920.0,6.777800360442072,164
Rheumatology,"Injection, golimumab, 1 mg, for intravenous use",4424500.6,11.597976531971813,259
Family Practice,"Creatine kinase (cardiac enzyme) level, total",22465.0,6.406809698688809,143
Rheumatology,"Established patient office or other outpatient visit, 40-54 minutes",77410.0,133.55502236855418,841
Family Practice,Transitional care management services for problem of moderate complexity,44717.0,146.5157958789666,1993
Family Practice,Ferritin (blood protein) level,30679.0,13.393704121361248,449
Family Practice,"Injection, methylprednisolone acetate, 80 mg",16202.5,7.589318650517696,356
Clinical Laboratory,"Detection test by nucleic acid for strep (streptococcus, group a), amplified probe technique",129802.0,34.48898193449122,114
Medical Oncology,"Blood test, thyroid stimulating hormone (tsh)",11171.0,16.612648934254718,106
Rheumatology,"Injection, denosumab, 1 mg",5233633.0,16.83068546454499,758
Family Practice,"Critical care, first 30-74 minutes",32624.0,182.0405462825427,527
Hematology-Oncology,Prolonged office or other outpatient evaluation and management service(s) beyond the maximum required time of the primary procedure which has been selected using total time on the date of the primary service; each additional 15 minutes by the physician or,5678.0,27.080521585218186,110
Hematology-Oncology,Carcinoembryonic antigen (cea) protein level,61424.0,18.705547389167457,424
Rheumatology,"Established patient office or other outpatient visit, 10-19 minutes",13604.0,43.7955172956319,161
Hematology-Oncology,Microscopic examination for white blood cells with manual cell count,21049.0,3.7370181276309182,207
Diagnostic Radiology,Mri scan of leg joint without contrast,195488.0,93.82629244779287,2046
Clinical Laboratory,Blood glucose (sugar) level,205179.0,3.8428927222675218,117
Internal Medicine,Bacterial culture for aerobic isolates,4739.0,7.977510593093376,151
Family Practice,"New patient office or other outpatient visit, 60-74 minutes",14564.0,157.63852441566382,578
Clinical Laboratory,Iron binding capacity,733411.0,8.607480989509092,187
Diagnostic Radiology,Ct scan of abdomen and pelvis with contrast,909819.0,101.19839696371487,6774
Rheumatology,"Injection, zoledronic acid, 1 mg",31065.0,5.258936131193831,227
Internal Medicine,"Folic acid level, serum",75698.0,14.483344198723366,535
Internal Medicine,Hemodialysis procedure with physician evaluation,16780.0,60.25067670232759,172
Family Practice,"Chronic care management services for two or more chronic conditions, additional 20 minutes of clinical staff time directed by health care professional, per calendar month",124000.0,36.68399850115317,547
Medical Oncology,"Injection, fluorouracil, 500 mg",64885.0,1.6398828891701613,124
Ambulance Service Provider,Specialty care transport (sct),23961.0,665.3652095492771,166
Internal Medicine,"Smoking and tobacco use intensive counseling, more than 10 minutes",5674.0,29.109360707368936,100
Family Practice,Aspiration and/or injection of fluid from large joint,67839.0,48.02941760042548,1065
Medical Oncology,"Injection, carboplatin, 50 mg",45735.0,2.1575849234863638,132
Diagnostic Radiology,Nuclear medicine study of lung circulation,11433.0,29.05958059004176,453
Rheumatology,"Infusion into a vein for therapy, prevention, or diagnosis, 1 hour or less",68099.0,55.83557032450963,520
Clinical Laboratory,Screening test for autoimmune disorder,272053.0,11.917978170382115,123
Medical Oncology,Gammaglobulin (immune system protein) measurement,30024.0,9.177778768656433,101
Internal Medicine,"Annual wellness visit; includes a personalized prevention plan of service (pps), initial visit",63494.0,168.14509806226837,2087
Internal Medicine,Parathormone (parathyroid hormone) level,31805.0,40.72391505555056,267
Hematology-Oncology,"Injection, leucovorin calcium, per 50 mg",163930.0,3.241103194773158,190
Internal Medicine,"Injection, ceftriaxone sodium, per 250 mg",78709.1,0.36660432577688445,398
